Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total
OLYMPIC BL,AT,CRENSHAW BL,AUTO,WR,2015-01-12T00:00:00,MON,18600,16137,0.0,0.0,34737
OLYMPIC BL,AT,MURFIELD RD,AUTO,WR,2015-01-12T00:00:00,MON,19166,18370,0.0,0.0,37536
OLYMPIC BL,AT,LONGWOOD AV,AUTO,WR,2015-01-12T00:00:00,MON,20822,17597,0.0,0.0,38419
TEMPLE ST,AT,ALVARADO ST,AUTO,HW,2015-01-13T00:00:00,TUE,9679,13223,0.0,0.0,22902
TEMPLE ST,AT,BENTON WAY,AUTO,HW,2015-01-13T00:00:00,TUE,10403,12147,0.0,0.0,22550
FAIRFAX AV,AT,3rd ST,AUTO,WR,2015-01-13T00:00:00,TUE,0.0,0.0,17146,22106,39252
FAIRFAX AV,AT,3rd ST,AUTO,WR,2015-01-14T00:00:00,WED,0.0,0.0,16696,22377,39073
FAIRFAX AV,AT,3rd ST,AUTO,WR,2015-01-15T00:00:00,THU,0.0,0.0,16711,22426,39137
FAIRFAX AV,AT,3rd ST,AUTO,WR,2015-01-16T00:00:00,FRI,0.0,0.0,17010,22968,39978
FAIRFAX AV,AT,3rd ST,AUTO,WR,2015-01-17T00:00:00,SAT,0.0,0.0,14621,21970,36591
FAIRFAX AV,AT,3rd ST,AUTO,WR,2015-01-18T00:00:00,SUN,0.0,0.0,14781,19055,33836
FAIRFAX AV,AT,3rd ST,AUTO,WR,2015-01-19T00:00:00,MON,0.0,0.0,14612,20424,35036
FAIRFAX AV,AT,3rd ST,AUTO,WR,2015-01-20T00:00:00,TUE,0.0,0.0,16095,20695,36790
3rd ST,AT,FAIRFAX AV,AUTO,WR,2015-01-15T00:00:00,THU,16616,14772,0.0,0.0,31388
3rd ST,AT,FAIRFAX AV,AUTO,WR,2015-01-16T00:00:00,FRI,17224,15271,0.0,0.0,32495
3rd ST,AT,FAIRFAX AV,AUTO,WR,2015-01-17T00:00:00,SAT,16056,14436,0.0,0.0,30492
3rd ST,AT,FAIRFAX AV,AUTO,WR,2014-01-18T00:00:00,SUN,13629,11962,0.0,0.0,25591
3rd ST,AT,FAIRFAX AV,AUTO,WR,2015-01-19T00:00:00,MON,15428,13276,0.0,0.0,28704
3rd ST,AT,FAIRFAX AV,AUTO,WR,2015-01-20T00:00:00,TUE,15764,14169,0.0,0.0,29933
TEMPLE ST,AT,HOOVER ST,AUTO,HW,2015-01-13T00:00:00,TUE,7382,3321,0.0,0.0,10703
TEMPLE ST,AT,GLENDALE AV,AUTO,HW,2015-01-15T00:00:00,THU,9050,12780,0.0,0.0,21830
TEMPLE ST,AT,DOUGLAS ST,AUTO,CR,2015-01-15T00:00:00,THU,7915,8539,0.0,0.0,16454
TEMPLE ST,W/O,BEAUDRY AV,AUTO,CR,2015-01-15T00:00:00,THU,9207,9790,0.0,0.0,18997
OLYMPIC BL,AT,NORMANDIE AV,AUTO,WR,2015-01-15T00:00:00,THU,21961,24320,0.0,0.0,46281
OLYMPIC BL,AT,WESTCHESTER PL,AUTO,WR,2015-01-15T00:00:00,THU,20494,22777,0.0,0.0,43271
OLYMPIC BL,AT,HARVARD BL,AUTO,WR,2015-01-20T00:00:00,TUE,23022,21909,0.0,0.0,44931
OLYMPIC BL,AT,VERMONT AV,AUTO,WR,2015-01-20T00:00:00,TUE,19435,21422,0.0,0.0,40857
MARENGO ST,AT,EVERGREEN AV,AUTO,CR,2015-01-21T00:00:00,WED,3553,3211,0.0,0.0,6764
MARENGO ST,AT,SOTO ST,AUTO,CR,2015-01-21T00:00:00,WED,4160,10274,0.0,0.0,14434
MARENGO ST,AT,CHICAGO ST,AUTO,CR,2015-01-22T00:00:00,THU,12992,11086,0.0,0.0,24078
MARENGO ST,E/O,MISSION RD,AUTO,CR,2015-01-22T00:00:00,THU,9594,13343,0.0,0.0,22937
AVE 51,AT,MERDIAN ST,AUTO,CR,2015-01-26T00:00:00,MON,0.0,0.0,2758,3740,6498
MERDIAN ST,AT,AVE 51,AUTO,CR,2015-01-26T00:00:00,MON,1116,707,0.0,0.0,1823
OLYMPIC BL,AT,ALVARADO ST,AUTO,CR,2015-01-27T00:00:00,TUE,16261,20375,0.0,0.0,36636
OLYMPIC BL,AT,HOOVER ST,AUTO,CR,2015-01-27T00:00:00,TUE,18116,22857,0.0,0.0,40973
OLYMPIC BL,AT,UNION AV,AUTO,CR,2015-01-27T00:00:00,TUE,13843,20103,0.0,0.0,33946
OLYMPIC BL,AT,BLAINE ST,AUTO,CR,2015-01-28T00:00:00,WED,14998,17730,0.0,0.0,32728
OLYMPIC BL,WO,FIGUEROA ST,AUTO,CR,2015-01-28T00:00:00,WED,18487,16208,0.0,0.0,34695
5th AV,AT,25th ST,AUTO,HW,2015-01-28T00:00:00,WED,0.0,0.0,270,185,455
25th ST,AT,5th AV,AUTO,HW,2015-01-28T00:00:00,WED,957,921,0.0,0.0,1878
9th AV,AT,25th ST,AUTO,HW,2015-01-28T00:00:00,WED,0.0,0.0,204,76,280
25th ST,AT,9th AV,AUTO,HW,2015-01-28T00:00:00,WED,633,517,0.0,0.0,1150
25th ST,AT,7th AV,AUTO,HW,2015-01-29T00:00:00,THU,787,608,0.0,0.0,1395
7th AV,AT,25th ST,AUTO,HW,2015-01-29T00:00:00,THU,0.0,0.0,464,78,542
ST LOUIS ST,AT,1st ST,AUTO,CR,2015-01-29T00:00:00,THU,0.0,0.0,2002,2122,4124
ST LOUIS ST,AT,4th ST,AUTO,CR,2015-01-29T00:00:00,THU,0.0,0.0,2933,2323,5256
ST LOUIS ST,AT,6th ST,AUTO,CR,2015-01-29T00:00:00,THU,0.0,0.0,2685,1378,4063
WEST BL,AT,60th ST,AUTO,SR,2015-02-02T00:00:00,MON,0.0,0.0,7239,6757,13996
WEST BL,AT,67th ST,AUTO,SR,2015-02-02T00:00:00,MON,0.0,0.0,7832,7717,15549
WASHINGTON BL ,W/O,FIGUEROA ST,AUTO,CR,2015-02-03T00:00:00,TUE,13958,11725,0.0,0.0,25683
WASHINGTON BL ,AT,UNION AV,AUTO,CR,2015-02-03T00:00:00,TUE,12087,15674,0.0,0.0,27761
WEST BL,AT,HYDE PARK BL,AUTO,SR,2015-02-03T00:00:00,TUE,0.0,0.0,8161,8217,16378
WEST BL,S/O,SLAUSON AV,AUTO,SR,2015-02-03T00:00:00,TUE,0.0,0.0,7899,7445,15344
BEAUDRY AV,AT,1st ST,MAN,CR,2015-02-03T00:00:00,TUE,0.0,0.0,10067,10250,20317
1st ST,AT,BEAUDRY AV,MAN,CR,2015-02-03T00:00:00,TUE,12563,9487,0.0,0.0,22050
SUNSET BL,AT,DOUGLAS ST,AUTO,HW,2015-02-04T00:00:00,WED,15158,14812,0.0,0.0,29970
SUNSET BL,AT,CUSTER AV,AUTO,HW,2015-02-04T00:00:00,WED,14734,16525,0.0,0.0,31259
WASHINGTON BL ,AT,WESTERN AV,AUTO,HW,2015-02-04T00:00:00,WED,13204,12622,0.0,0.0,25826
WASHINGTON BL ,AT,HOOVER ST,AUTO,HW,2015-02-04T00:00:00,WED,12708,13698,0.0,0.0,26406
SUNSET BL,AT,MARION AV,AUTO,HW,2015-02-04T00:00:00,WED,18584,17917,0.0,0.0,36501
EAGLE ROCK BL,AT,EL PASO DR / DRIVEWAY,MAN,CR,2014-02-05T00:00:00,THU,0.0,0.0,17712,21157,38869
EL PASO DR / DRIVEWAY,AT,EAGLE ROCK BL,MAN,CR,2015-02-05T00:00:00,THU,7729,1215,0.0,0.0,8944
HOLLYWOOD BL,AT,HIGHLAND AV,AUTO,HW,2015-02-06T00:00:00,FRI,15184,17595,0.0,0.0,32779
HOLLYWOOD BL,AT,HIGHLAND AV,AUTO,HW,2015-02-07T00:00:00,SAT,13327,17077,0.0,0.0,30404
HOLLYWOOD BL,AT,HIGHLAND AV,AUTO,HW,2015-02-08T00:00:00,SUN,7938,14430,0.0,0.0,22386
HIGHLAND AV,AT,HOLLYWOOD BL,AUTO,HW,2015-02-06T00:00:00,FRI,0.0,0.0,23720,30780,54500
HIGHLAND AV,AT,HOLLYWOOD BL,AUTO,HW,2015-02-07T00:00:00,SAT,0.0,0.0,10619,27291,37910
HIGHLAND AV,AT,HOLLYWOOD BL,AUTO,HW,2015-02-08T00:00:00,SUN,0.0,0.0,1066,24051,25117
SUNSET BL,AT,ECHO PARK AV,AUTO,HW,2015-02-09T00:00:00,MON,16936,16699,0.0,0.0,33635
SUNSET BL,AT,ALVARADO ST,AUTO,HW,2015-02-09T00:00:00,MON,15823,20416,0.0,0.0,36239
WASHINGTON BL ,AT,NORMANDIE AV,AUTO,CR,2015-02-09T00:00:00,MON,12346,11117,0.0,0.0,23463
WASHINGTON BL ,AT,VERMONT AV,AUTO,CR,2015-02-09T00:00:00,MON,16038,12938,0.0,0.0,28976
BELLAIRE AV,AT,SHERMAN WAY,MAN,EV,2015-02-10T00:00:00,TUE,0.0,0.0,2926,3711,6637
SHERMAN WAY,AT,BELLAIRE AV,MAN,EV,2015-02-10T00:00:00,TUE,20602,22952,0.0,0.0,43554
SUNSET BL,AT,ROSEMONT AV,AUTO,HW,2015-02-11T00:00:00,WED,16678,20893,0.0,0.0,37571
SUNSET BL,AT,BENTON WY,AUTO,HW,2015-02-11T00:00:00,WED,18597,17391,0.0,0.0,35988
SUNSET BL,AT,DESCANSO DR,AUTO,HW,2015-02-11T00:00:00,WED,19750,24702,0.0,0.0,44452
SUNSET BL,AT,MALTMAN AV,AUTO,HW,2015-02-12T00:00:00,THU,19065,23426,0.0,0.0,42491
SUNSET BL,AT,BATES ST,AUTO,HW,2015-02-12T00:00:00,THU,13532,16739,0.0,0.0,30271
SICHEL ST,AT,N MAIN ST,MAN,CR,2015-02-12T00:00:00,THU,0.0,0.0,226,268,494
N MAIN ST,AT,SICHEL ST,MAN,CR,2015-02-12T00:00:00,THU,13137,6279,0.0,0.0,19416
WASHINGTON BL ,AT,4th AV,AUTO,HW,2015-02-18T00:00:00,WED,12855,12643,0.0,0.0,25498
WASHINGTON BL ,AT,GRAMERCY PL,AUTO,HW,2015-02-18T00:00:00,WED,14335,12002,0.0,0.0,26337
WASHINGTON BL ,AT,CRENSHAW BL,AUTO,HW,2015-02-18T00:00:00,WED,13933,10848,0.0,0.0,24881
MANCHESTER AV,AT,GRAMERCY PL,AUTO,SR,2015-02-18T00:00:00,WED,18652,19130,0.0,0.0,37782
MANCHESTER AV,AT,WESTERN AV,AUTO,SR,2015-02-18T00:00:00,WED,19781,18878,0.0,0.0,38659
MANCHESTER AV,AT,DENKER AV,AUTO,SR,2015-02-18T00:00:00,WED,20117,19937,0.0,0.0,40054
WASHINGTON BL ,AT,VINEYARD AV,AUTO,HW,2015-02-19T00:00:00,THU,13144,11182,0.0,0.0,24326
WASHINGTON BL ,AT,REDONDO BL,AUTO,HW,2015-02-19T00:00:00,THU,11869,12618,0.0,0.0,24487
WASHINGTON BL ,AT,RIMPAU BL,AUTO,HW,2015-02-19T00:00:00,THU,12922,10862,0.0,0.0,23684
MANCHESTER AV,AT,BUDLONG AV,AUTO,SR,2015-02-19T00:00:00,THU,21678,19997,0.0,0.0,41675
MANCHESTER AV,AT,FIGUEROA ST,AUTO,SR,2015-02-19T00:00:00,THU,31725,24855,0.0,0.0,56580
MANCHESTER AV,AT,HOOVER ST,AUTO,SR,2015-02-19T00:00:00,THU,23867,22589,0.0,0.0,46456
LANKERSHIM BL,AT,EMELITA ST,MAN,EV,2015-02-20T00:00:00,FRI,0.0,0.0,15787,11661,27448
EMELITA ST,AT,LANKERSHIM BL,MAN,EV,2015-02-20T00:00:00,FRI,639,496,0.0,0.0,1135
MANCHESTER AV,AT,BROADWAY,AUTO,SR,2015-02-24T00:00:00,TUE,24361,29638,0.0,0.0,53999
MANCHESTER AV,AT,SAN PEDRO ST,AUTO,CR,2015-02-24T00:00:00,TUE,20981,22234,0.0,0.0,43215
BLAKESLEE AV,AT,MAGNOLIA BL,MAN,EV,2015-02-24T00:00:00,TUE,0.0,0.0,0.0,1443,1443
MAGNOLIA BL,AT,BLAKESLEE AV,MAN,EV,2015-02-24T00:00:00,TUE,11346,8921,0.0,0.0,20267
WASHINGTON BL ,AT,HAUSER BL,AUTO,HW,2015-02-24T00:00:00,TUE,12658,12635,0.0,0.0,25311
ST LOUIS ST,AT,SHERDIAN ST,AUTO,CR,2015-02-24T00:00:00,TUE,0.0,0.0,961,814,1775
MANCHESTER AV,AT,AVALON BL,AUTO,CR,2015-02-25T00:00:00,WED,19918,21512,0.0,0.0,41430
MANCHESTER AV,AT,WADSWORTH AV,AUTO,CR,2015-02-25T00:00:00,WED,18539,19469,0.0,0.0,38008
25th ST,AT,MEYLER ST,AUTO,SR,2015-02-25T00:00:00,WED,7198,6704,0.0,0.0,13902
25th ST,AT,LELAND ST,AUTO,SR,2015-02-25T00:00:00,WED,7086,6407,0.0,0.0,13493
25th ST,AT,PATTON AV,AUTO,SR,2015-02-25T00:00:00,WED,7359,10158,0.0,0.0,17517
25th ST,AT,MERMAID DR,AUTO,SR,2015-02-26T00:00:00,THU,8120,7954,0.0,0.0,16074
25th ST,AT,GUNNELL AV,AUTO,SR,2015-02-26T00:00:00,THU,8852,8810,0.0,0.0,17662
25th ST,AT,WESTERN AV,AUTO,SR,2015-02-26T00:00:00,THU,8400,9149,0.0,0.0,17549
PACIFIC AV,AT,18th ST,AUTO,SR,2015-02-26T00:00:00,THU,0.0,0.0,7461,6926,14387
PACIFIC AV,AT,22nd ST,AUTO,SR,2015-02-26T00:00:00,THU,0.0,0.0,6717,5750,12467
SLATER ST   ,,BETWEEN 110th ST & 111tH ST,MAN,SR,2015-02-26T00:00:00,THU,0.0,0.0,404,376,780
PACIFIC AV,AT,26th ST,AUTO,SR,2015-03-03T00:00:00,TUE,0.0,0.0,4654,5181,9835
PACIFIC AV,AT,32nd ST,AUTO,SR,2015-03-03T00:00:00,TUE,0.0,0.0,3683,4000,7683
PACIFIC AV,AT,36th ST / STEVEN M WHITE,AUTO,SR,2015-03-03T00:00:00,TUE,0.0,0.0,2602,3407,6009
LANKERSHIM BL ,AT,DWY @ 5200 LANKERSHIM BL,MAN,EV,2015-03-03T00:00:00,TUE,0.0,0.0,12984,17750,30734
DWY @ 5200 LANKERSHIM BL,AT,LANKERSHIM BL,MAN,EV,2015-03-03T00:00:00,TUE,237,0.0,0.0,0.0,237
GLENOAKS BL,AT,OSBORNE PL,MAN,EV,2015-03-04T00:00:00,WED,0.0,0.0,14680,15855,30535
OSBORNE PL,AT,GLENOAKS BL,MAN,EV,2015-03-04T00:00:00,WED,0.0,1558,0.0,0.0,1558
PACIFIC AV,AT,40th ST,AUTO,SR,2015-03-04T00:00:00,WED,0.0,0.0,1274,1816,3090
GAFFEY ST,AT,SHEPARD ST,AUTO,SR,2015-03-04T00:00:00,WED,0.0,0.0,822,1774,2596
GAFFEY ST,AT,38th ST,AUTO,SR,2015-03-04T00:00:00,WED,0.0,0.0,1730,1686,3416
GLENOAKS BL,AT,OSBORNE PL,MAN,EV,2015-03-04T00:00:00,WED,0.0,0.0,14680,15855,30535
OSBORNE PL,AT,GLENOAKS BL,MAN,EV,2015-03-04T00:00:00,WED,0.0,1558,0.0,0.0,1558
GAFFEY ST,AT,25th ST,AUTO,SR,2015-03-05T00:00:00,THU,0.0,0.0,4518,8096,12614
GAFFEY ST,AT,37th ST,AUTO,SR,2015-03-05T00:00:00,THU,0.0,0.0,1733,2065,3798
GAFFEY ST,AT,30th ST / 31st ST,AUTO,SR,2015-03-05T00:00:00,THU,0.0,0.0,3279,3898,7177
FIGUEROA ST,AT,ROSECRANS AV,AUTO,SR,2015-03-05T00:00:00,THU,0.0,0.0,9060,8199,17259
FIGUEROA ST,AT,135th ST,AUTO,SR,2015-03-05T00:00:00,THU,0.0,0.0,7383,7708,15091
FIGUEROA ST,AT,130th ST,AUTO,SR,2015-03-05T00:00:00,THU,0.0,0.0,7856,7964,15820
LAUREL CANYON BL,N/O,HUBBARD ST,AUTO,EV,2015-03-10T00:00:00,TUE,0.0,0.0,4886,4452,9338
LAUREL CANYON BL,AT,CAREY RANCH LN,AUTO,EV,2015-03-10T00:00:00,TUE,0.0,0.0,3699,2711,6410
LAUREL CANYON BL,S/O,POLK ST,AUTO,EV,2015-03-10T00:00:00,TUE,0.0,0.0,3165,2733,5898
CENTRAL AV,AT,89th ST,MAN,CR,2015-03-10T00:00:00,TUE,0.0,0.0,11400,10044,21444
89th ST,AT,CENTRAL AV,MAN,CR,2015-03-10T00:00:00,TUE,153,230,0.0,0.0,383
VARNA AV,AT,OXNARD ST,MAN,EV,2015-03-11T00:00:00,WED,0.0,0.0,101,750,851
OXNARD ST,AT,VARNA AV,MAN,EV,2015-03-11T00:00:00,WED,13263,12650,0.0,0.0,25913
LANKERSHIM BL ,BTWN,MAGNOLIA BL AND WEDDINGTON ST,AUTO,EV,2015-03-11T00:00:00,WED,0.0,0.0,13094,14056,27150
DRIVEWAY AT 5200 LANKERSHIM BL,BTWN,MAGNOLIA BL AND WEDDINGTON ST,AUTO,EV,2015-03-11T00:00:00,WED,427,996,0.0,0.0,1423
CENTRAL AV,AT,89th ST,AUTO,CR,2015-03-12T00:00:00,THU,0.0,0.0,11933,11478,23411
89th ST,AT,CENTRAL AV,AUTO,CR,2015-03-12T00:00:00,THU,467,393,0.0,0.0,860
DE SOTO AV,AT,RINALDI ST,AUTO,WV,2015-03-16T00:00:00,MON,0.0,0.0,23149,22751,45900
DE SOTO AV,AT,CHATSWORTH ST,AUTO,WV,2015-03-16T00:00:00,MON,0.0,0.0,20379,24169,44548
DE SOTO AV,AT,SAN JOSE ST,AUTO,WV,2015-03-16T00:00:00,MON,0.0,0.0,20304,21043,41347
FIGUEROA ST,AT,157th ST,AUTO,CR,2015-03-17T00:00:00,TUE,0.0,0.0,7723,7972,15695
DE SOTO AV,AT,DEVONSHIRE ST,AUTO,WV,2015-03-17T00:00:00,TUE,0.0,0.0,22178,21375,43553
DE SOTO AV,AT,LEMARSH ST,AUTO,WV,2015-03-17T00:00:00,TUE,0.0,0.0,20590,21052,41642
DE SOTO AV,AT,LASSEN ST,AUTO,WV,2015-03-17T00:00:00,TUE,0.0,0.0,22584,22128,44712
FIGUEROA ST,AT,COMPTON BL / 152nd ST,AUTO,SR,2015-03-17T00:00:00,TUE,0.0,0.0,7924,8269,16193
FIGUEROA ST,AT,172nd ST,AUTO,SR,2015-03-18T00:00:00,WED,0.0,0.0,7328,7371,14999
FIGUEROA ST,AT,164th ST,AUTO,SR,2015-03-18T00:00:00,WED,0.0,0.0,7713,8028,15741
DE SOTO AV,AT,PARTHENIA ST,AUTO,WV,2015-03-18T00:00:00,WED,0.0,0.0,19155,19668,38823
DE SOTO AV,AT,NORDHOFF ST,AUTO,WV,2015-03-18T00:00:00,WED,0.0,0.0,18779,23289,42068
DE SOTO AV,AT,PLUMMER ST,AUTO,WV,2015-03-18T00:00:00,WED,0.0,0.0,16987,22889,39867
DE SOTO AV,AT,ROSCOE BL,AUTO,WV,2015-03-19T00:00:00,THU,0.0,0.0,18907,19997,38904
DE SOTO AV,AT,STRATHERN ST,AUTO,WV,2015-03-19T00:00:00,THU,0.0,0.0,18224,17941,36165
DE SOTO AV,AT,SATCOY ST,AUTO,WV,2015-03-19T00:00:00,THU,0.0,0.0,17810,17952,35762
HILGARD AV,AT,MANNING AV,AUTO,WR,2015-03-25T00:00:00,WED,0.0,0.0,6492,9288,15780
HILGARD AV,AT,LE CONTE AV,AUTO,WR,2015-03-25T00:00:00,WED,0.0,0.0,3853,7224,11077
HILGARD AV,AT,WESTHOLME AV,AUTO,WR,2015-03-25T00:00:00,WED,0.0,0.0,5630,6399,12029
HILGARD AV,AT,COMSTOCK AV,AUTO,WR,2015-03-25T00:00:00,WED,0.0,0.0,5285,6089,11347
FIGUEROA ST,AT,182nd ST,AUTO,SR,2015-03-26T00:00:00,THU,0.0,0.0,7759,7774,15533
FIGUEROA ST,AT,189th ST,AUTO,SR,2015-03-26T00:00:00,THU,0.0,0.0,8080,8053,16133
DE SOTO AV,AT,OXNARD ST,AUTO,WV,2015-03-31T00:00:00,TUE,0.0,0.0,20541,22619,43160
DE SOTO AV,AT,BURBANK BL,AUTO,WV,2015-03-31T00:00:00,TUE,0.0,0.0,21585,22461,44046
DE SOTO AV,AT,VENTURA BL,AUTO,WV,2015-03-31T00:00:00,TUE,0.0,0.0,4333,14985,19318
DE SOTO AV,AT,VICTORY BL,AUTO,WV,2015-04-01T00:00:00,WED,0.0,0.0,20983,18360,39343
DE SOTO AV,AT,VANOWEN ST,AUTO,WV,2015-04-01T00:00:00,WED,0.0,0.0,17136,18758,35894
DE SOTO AV,AT,SHERMAN WAY,AUTO,WV,2015-04-01T00:00:00,WED,0.0,0.0,19494,18769,38263
TAMPA AV,AT,NORDHOFF ST,AUTO,WV,2015-04-02T00:00:00,THU,0.0,0.0,21705,20504,42209
TAMPA AV,AT,LASSEN ST,AUTO,WV,2015-04-02T00:00:00,THU,0.0,0.0,23428,19632,43060
TAMPA AV,AT,PLUMMER ST,AUTO,WV,2015-04-02T00:00:00,THU,0.0,0.0,17440,24943,42383
TAMPA AV,AT,PARTHENIA ST,AUTO,WV,2015-04-02T00:00:00,THU,0.0,0.0,19192,23245,42437
SEPULVEDA BL,AT,MORRISON ST,AUTO,EV,2015-04-08T00:00:00,WED,0.0,0.0,24635,21590,46225
MORRISON ST,AT,SEPULVEDA BL,AUTO,EV,2015-04-08T00:00:00,WED,386,1041,0.0,0.0,1427
ALAMEDA ST,AT,PACIFIC COAST HWY,MAN,SR,2015-04-08T00:00:00,WED,,,7123,10862,17985
PACIFIC COAST HWY,AT,ALAMEDA ST,MAN,SR,2015-04-08T00:00:00,WED,4916,0.0,0.0,0.0,4916
BEVERLY GLEN BL,AT,WILSHIRE BL,MAN,WR,2015-04-08T00:00:00,WED,0.0,0.0,10573,9468,20041
WILSHIRE BL,AT,BEVERLY GLEN BL,MAN,WR,2015-04-08T00:00:00,WED,25582,26696,0.0,0.0,52278
FIGUEROA ST,AT,PACIFIC COAST HWY,MAN,SR,2015-04-08T00:00:00,WED,0.0,0.0,8394,2371,10765
PACIFIC COAST HWY,AT,FIGUEROA ST,MAN,SR,2015-04-08T00:00:00,WED,17072,26210,0.0,0.0,43282
GAFFEY ST,AT,9th ST,MAN,SR,2015-04-08T00:00:00,WED,0.0,0.0,15388,15223,30611
9th ST,AT,GAFFEY ST,MAN,SR,2015-04-08T00:00:00,WED,3697,5727,0.0,0.0,9424
SEPULVEDA BL,AT,WILSHIRE BL,MAN,WR,2015-04-08T00:00:00,WED,0.0,0.0,13141,10996,24137
WILSHIRE BL,AT,SEPULVEDA BL,MAN,WR,2015-04-08T00:00:00,WED,40911,33012,0.0,0.0,73924
VERMONT AV,AT,MANCHESTER AV,MAN,SR,2015-04-08T00:00:00,WED,0.0,0.0,14793,11231,26024
MANCHESTER AV,AT,VERMONT AV,MAN,SR,2015-04-08T00:00:00,WED,19735,18537,0.0,0.0,38272
WESTERN AV,AT,PACIFIC COAST HWY,MAN,SR,2015-04-08T00:00:00,WED,0.0,0.0,15942,10967,26909
PACIFIC COAST HWY,AT,WESTERN AV,MAN,SR,2015-04-08T00:00:00,WED,20746,22372,0.0,0.0,43118
WESTWOOD BL,AT,SANTA MONICA BL,MAN,WR,2015-04-08T00:00:00,WED,0.0,0.0,13787,15146,28933
SANTA MONICA BL,AT,WESTWOOD BL,MAN,WR,2015-04-08T00:00:00,WED,24793,26546,0.0,0.0,51339
TOPANGA CANYON BL,AT,DEVONSHIIRE ST,MAN,WV,2015-04-08T00:00:00,WED,0.0,0.0,20903,21134,42037
DEVONSHIRE ST,AT,TOPANGA CANYON BL,MAN,WV,2015-04-08T00:00:00,WED,6977,5396,0.0,0.0,12373
TOPANGA CANYON BL,AT,ROSCOE BL,MAN,WV,2015-04-08T00:00:00,WED,0.0,0.0,17310,25624,42934
ROSCOE BL,AT,TOPANGA CANYON BL,MAN,WV,2015-04-08T00:00:00,WED,10493,18349,0.0,0.0,28842
TOPANGA CANYON BL,AT,VENTURA BL,MAN,WV,2015-04-08T00:00:00,WED,0.0,0.0,15580,15641,31222
VENTURA BL,AT,TOPANGA CANYON BL,MAN,WV,2015-04-08T00:00:00,WED,14774,20753,0.0,0.0,35527
TOPANGA CANYON BL,AT,VICTORY BL,MAN,WV,2015-04-08T00:00:00,WED,0.0,0.0,14290,19942,34232
VICTORY BL,AT,TOPANGA CANYON BL,MAN,WV,2015-04-08T00:00:00,WED,14601,13282,0.0,0.0,27883
WESTWOOD BL,AT,SANTA MONICA BL,MAN,WR,2015-04-09T00:00:00,THU,0.0,0.0,13604,15200,28804
SANTA MONICA BL,AT,WESTWOOD BL,MAN,WR,2015-04-09T00:00:00,THU,24816,26708,0.0,0.0,51524
ALAMEDA ST,AT,PACIFIC COAST HWY,MAN,SR,2015-04-09T00:00:00,THU,0.0,0.0,7360,11097,18457
PACIFIC COAST HWY,AT,ALAMEDA ST,MAN,SR,2015-04-09T00:00:00,THU,4848,0.0,0.0,0.0,4848
BEVERLY GLEN BL,AT,WILSHIRE BL,MAN,WR,2015-04-09T00:00:00,THU,0.0,0.0,10657,9475,20132
WILSHIRE BL,AT,BEVERLY GLEN BL,MAN,WR,2015-04-09T00:00:00,THU,25542,27542,0.0,0.0,53084
FIGUEROA ST,AT,PACIFIC COAST HWY,MAN,WR,2015-04-09T00:00:00,THU,0.0,0.0,8472,2319,10791
PACIFIC COAST HWY,AT,FIGUEROA ST,MAN,WR,2015-04-09T00:00:00,THU,17146,25951,0.0,0.0,43097
GAFFEY ST,AT,9th ST,MAN,SR,2015-04-09T00:00:00,THU,0.0,0.0,15529,15235,30764
9th ST,AT,GAFFEY ST,MAN,SR,2015-04-09T00:00:00,THU,3711,5600,0.0,0.0,9311
TOPANGA CANYON BL,AT,DEVONSHIRE ST,MAN,WV,2015-04-09T00:00:00,THU,0.0,0.0,21660,21646,43306
DEVONSHIRE ST,AT,TOPANGA CANYON BL,MAN,WV,2015-04-09T00:00:00,THU,6242,5318,0.0,0.0,11560
TOPANGA CANYON BL,AT,ROSCOE BL,MAN,WV,2015-04-09T00:00:00,THU,0.0,0.0,17385,24748,42133
ROSCOE BL,AT,TOPANGA CANYON BL,MAN,WV,2015-04-09T00:00:00,THU,10333,17935,0.0,0.0,28268
TOPANGA CANYON BL,AT,VENTURA BL,MAN,WV,2015-04-09T00:00:00,THU,0.0,0.0,15719,15075,30794
VENTURA BL,AT,TOPANGA CANYON BL,MAN,WV,2015-04-09T00:00:00,THU,14093,21383,0.0,0.0,35476
TOPANGA CANYON BL,AT,VICTORY BL,MAN,WV,2015-04-09T00:00:00,THU,0.0,0.0,14471,19427,33898
VICTORY BL,AT,TOPANGA CANYON BL,MAN,WV,2015-04-09T00:00:00,THU,14509,12902,0.0,0.0,27411
TAMPA AV ,S/O,SESNON BL,AUTO,WV,2015-04-09T00:00:00,THU,0.0,0.0,2238,2116,4354
TAMPA AV,AT,BRAEMORE RD,AUTO,WV,2015-04-09T00:00:00,THU,0.0,0.0,3097,2116,5213
TAMPA AV,AT,WILBUR AV,AUTO,WV,2015-04-09T00:00:00,THU,0.0,0.0,4352,2877,7229
SEPULVEDA BL,AT,WILSHIRE BL,MAN,WR,2015-04-09T00:00:00,THU,0.0,0.0,13108,12380,25488
WILSHIRE BL,AT,SEPULVEDA BL,MAN,WR,2015-04-09T00:00:00,THU,41301,33544,0.0,0.0,74845
WESTERN AV,AT,PACIFIC COAST HWY,MAN,SR,2015-04-12T00:00:00,THU,0.0,0.0,15703,11099,26802
